method_id,row_count,degree_ladder_nll,degree_ladder_brier,degree_ladder_rps,degree_ladder_observed_probability,event_bin_nll,event_bin_brier,event_bin_observed_probability
normal_iqr,365,2.028685563188085,0.8293259955134828,0.009751171387410806,0.16727524557523196,1.2712209666401977,0.6190336140742153,0.3735346854044979
smoothed_interpolation_tail,365,2.073250395127239,0.831382698026289,0.010513315203243154,0.1551773425881114,1.2877717488902016,0.6213490696535864,0.35118205819835174
interpolation_tail,365,2.146107803064808,0.8403101650775016,0.010492177924932837,0.16384503960205243,1.3271448215484982,0.6222008736210524,0.36637729471787783
interpolation_no_tail,365,2.910640793561611,0.8433392777160833,0.009813214809517998,0.181920472439649,1.8292027427191064,0.622432848573448,0.40060724686341875
