method_id,prediction_set,row_count,degree_ladder_nll,degree_ladder_brier,degree_ladder_rps,degree_ladder_observed_probability,event_bin_nll,event_bin_brier,event_bin_observed_probability,pit_mean,pit_std,q50_mae_f,q50_rmse_f,q05_q95_coverage,q05_q95_interval_score,q10_q90_interval_score,q25_q75_interval_score
global_offsets,calibrated_pred,365,2.146107803064808,0.8403101650775016,0.010492177924932837,0.16384503960205243,1.3271448215484982,0.6222008736210524,0.36637729471787783,0.5253785539772106,0.2700554468344167,1.4210461647524233,1.9870201744512137,0.915068493150685,8.304402395082025,6.620428834299891,4.596725932740278
month_offsets,calibrated_pred,365,2.146107803064808,0.8403101650775016,0.010492177924932837,0.16384503960205243,1.3271448215484982,0.6222008736210524,0.36637729471787783,0.5253785539772106,0.2700554468344167,1.4210461647524233,1.9870201744512137,0.915068493150685,8.304402395082025,6.620428834299891,4.596725932740278
conformal_intervals,calibrated_pred,365,2.143784308945612,0.8361916941289925,0.010332708170837618,0.16410772402397703,1.327828497646399,0.6218481894558026,0.3647875990875211,0.49701415914886254,0.27007393158839416,1.4210461647524233,1.9870201744512137,0.9178082191780822,8.090781964214415,6.555925409205878,4.537313149705536
season_offsets,calibrated_pred,365,2.153660277234119,0.8394031951132789,0.010466622790565618,0.16579749263466692,1.3369718580697805,0.6225994324483589,0.36744905264779,0.5259874861550022,0.2701982308096738,1.4168072010223531,1.9865850321128071,0.8904109589041096,8.171862545075083,6.652738247473416,4.579749198816601
disagreement_offsets,calibrated_pred,365,2.1655726858101323,0.8413513821069374,0.01050758870546099,0.16186716279116148,1.33867471355114,0.6239363070018851,0.3635946000361782,0.5309377936128303,0.2671195524800551,1.4196269751744965,1.9850248622787603,0.8986301369863013,8.276163391736244,6.643374894815228,4.60769064609656
uncalibrated,pred,365,2.3441573803312266,0.8549849374077716,0.010625163746190092,0.17850689465110758,1.4275046507312952,0.6345836055346249,0.3895720122202432,0.49790317425456904,0.29916800091511053,1.4210786609311161,1.986947973411109,0.8136986301369863,8.496491413391961,6.841249276857816,4.58720341983934
